Date,Prediction,Lower Bound,Upper Bound,Is Forecast
2024-05-26,1804.4820812008975,916.5645985265598,2673.1574998436017,false
2024-05-27,2698.2610104214277,1859.134759697261,3644.110002946258,false
2024-05-28,2534.4119020543167,1618.8682022779558,3430.96332393021,false
2024-05-29,2633.844503306978,1729.1267941313374,3534.442759085571,false
2024-05-30,2749.5446278256,1920.195756578011,3657.63785997144,false
2024-05-31,2904.5377317204975,2011.9521420217548,3860.3498215542095,false
2024-06-01,1846.0000945671618,910.9127119956081,2775.1020476532485,false
2024-06-02,1864.4749984888433,947.8105180476094,2776.6176144622673,false
2024-06-03,2812.848768862682,1905.9293007785045,3723.6770301331576,false
2024-06-04,2664.5568331791665,1753.6236500065431,3553.045000628683,false
2024-06-05,2731.718200682199,1887.5182637810824,3723.766860001659,false
2024-06-06,2780.7551575486364,1862.3111151889568,3685.6261437624057,false
2024-06-07,2868.415255537224,1898.1397246767347,3765.0636167272337,false
2024-06-08,1777.2440137027993,839.7898695423436,2640.124256183512,false
2024-06-09,1810.8662108409526,926.7687194561763,2768.991055371914,false
2024-06-10,2803.0334846438914,1881.7184323869658,3678.3405613728573,false
2024-06-11,2689.9090455698915,1759.4280814907822,3561.4172187580543,false
2024-06-12,2756.4205533283143,1815.4305574910732,3633.928378674141,false
2024-06-13,2771.5869807817653,1860.3316573684242,3686.9335469630314,false
2024-06-14,2819.7343262584072,1849.8979664180686,3690.707147141466,false
2024-06-15,1711.6133268867895,831.6862274089061,2657.401465927589,false
2024-06-16,1757.4397195320757,916.5010448405068,2592.7810580752766,false
2024-06-17,2774.7810414342407,1902.197899131791,3664.6091213404425,false
2024-06-18,2680.1159675189006,1798.5284155178022,3534.6602931516236,false
2024-06-19,2755.71988660648,1814.951512383188,3646.7049385923883,false
2024-06-20,2787.071912762602,1907.450254590962,3714.4745434950914,false
2024-06-21,2875.6733485596455,1978.8352590510385,3748.3663264973643,false
2024-06-22,1828.6326988340759,867.7863986974344,2728.710811756889,false
2024-06-23,1927.6107028307722,943.1243589253876,2748.2404797130325,false
2024-06-24,2955.042290874502,2133.5860092313287,3812.57085536562,false
2024-06-25,2811.604460358746,1903.7198945216858,3688.4183111656794,false
2024-06-26,2795.499833507824,1856.7265368722335,3705.6443943680842,false
2024-06-27,2729.849870075872,1805.7306825415594,3650.1425639437484,false
2024-06-28,2752.792226049263,1894.0411761117412,3596.2191093001516,false
2024-06-29,1689.6061503021306,764.3631055560902,2528.374427162882,false
2024-06-30,1819.501910121978,934.6938105598554,2738.74414372136,false
2024-07-01,2910.4223472126355,2024.8526103431432,3782.5459656459243,false
2024-07-02,2844.43568129946,1903.657682235673,3869.792327941743,false
2024-07-03,2898.924216777428,1972.471078196947,3723.924248052447,false
2024-07-04,2874.848031978852,2017.0475722466592,3801.8158573514274,false
2024-07-05,2893.961674489002,1960.6487421070153,3778.697776835622,false
2024-07-06,1782.929856709625,876.9546996350213,2628.070879373674,false
2024-07-07,1845.7605636754438,980.2448607062142,2778.441760163258,false
2024-07-08,2887.8838778504382,1982.3565272904086,3773.8566400946447,false
2024-07-09,2817.9844563161664,1936.1386878292453,3675.26158194294,false
2024-07-10,2910.0223433866718,2046.2879311670688,3804.234103738708,false
2024-07-11,2933.508704201197,2072.138369526523,3875.3842699444267,false
2024-07-12,2974.28829189233,2039.269246278925,3884.1974455497057,false
2024-07-13,1845.5290657605474,888.7243123073789,2785.6367855152703,false
